Source Target Confidence
4977 5033 0.530000
4977 5058 0.506000
4977 5118 0.587000
4977 5124 0.503000
4977 5138 0.503000
4977 5146 0.503000
4977 5147 0.515000
4977 5189 0.506000
4977 5203 0.506000
4977 5218 0.446000
4977 5312 0.506000
4977 5328 0.503000
4977 5368 0.506000
4977 5383 0.512000
4977 5432 0.530000
4977 5448 0.506000
4977 5480 0.527000
4977 5487 0.509000
4977 5511 0.509000
4977 5594 0.506000
4977 5651 0.512000
4977 5689 0.509000
4977 5708 0.509000
4977 5726 0.527000
4977 5817 0.515000
4977 5857 0.509000
4977 5880 0.506000
4977 5889 0.557000
4977 5946 0.539000
4977 6042 0.443000
4977 6193 0.506000
4977 6261 0.515000
4977 6362 0.521000
4987 6067 0.200000
4988 5350 0.200000
4992 5434 0.167000
4993 6100 0.200000
4994 6197 0.200000
5001 5006 0.500000
5001 5055 0.500000
5001 5104 0.479000
5001 5170 0.473000
5001 5253 0.500000
5001 5263 0.482000
5001 5267 0.467000
5001 5286 0.443000
5001 5334 0.560000
5001 5358 0.551000
5001 5483 0.440000
5001 5601 0.500000
5001 5605 0.461000
5001 5807 0.446000
5001 5879 0.572000
5001 5990 0.467000
5001 6041 0.554000
5002 5006 0.500000
5002 5055 0.500000
5002 5104 0.479000
5002 5170 0.473000
5002 5253 0.500000
5002 5263 0.482000
5002 5267 0.467000
5002 5286 0.443000
5002 5334 0.560000
5002 5358 0.551000
5002 5483 0.440000
5002 5601 0.500000
5002 5605 0.461000
5002 5807 0.446000
5002 5879 0.572000
5002 5990 0.467000
5002 6041 0.554000
5002 6068 0.200000
5003 5006 0.500000
5003 5055 0.500000
5003 5104 0.479000
5003 5170 0.473000
5003 5253 0.500000
5003 5263 0.482000
5003 5267 0.467000
5003 5286 0.443000
5003 5334 0.560000
5003 5358 0.551000
5003 5483 0.440000
5003 5601 0.500000
5003 5605 0.461000
5003 5807 0.446000
5003 5879 0.572000
5003 5990 0.467000
5003 6041 0.554000
5004 5969 0.177500
5006 5806 0.500000
5008 5127 0.200000
5008 5355 0.200000
5008 5438 0.170000
5008 5521 0.161000
5010 5510 0.182000
5026 5452 0.170000
5028 5756 0.200000
5029 5307 0.182000
5041 5082 0.500000
5041 5137 0.500000
5041 5360 0.500000
5041 6077 0.500000
5048 5978 0.200000
5049 5179 0.200000
5053 5801 0.200000
5055 5617 0.560000
5055 5806 0.500000
5057 5991 0.200000
5059 5060 0.560000
5060 5609 0.200000
5067 5069 0.177500
5068 6222 0.170000
5069 5210 0.158000
5072 5957 0.200000
5072 6271 0.200000
5082 5782 0.500000
5085 5481 0.173000
5088 5549 0.173000
5095 5303 0.197000
5095 5305 0.200000
5099 5127 0.200000
5099 5355 0.200000
5103 5867 0.200000
5104 5806 0.479000
5108 5917 0.200000
5110 6072 0.200000
5126 5260 0.194000
5126 5521 0.164000
5127 5688 0.200000
5127 5821 0.200000
5132 5452 0.158000
5137 5782 0.500000
5139 5677 0.200000
5148 5931 0.200000
5149 5351 0.173000
5152 5539 0.200000
5152 5710 0.200000
5170 5806 0.473000
5179 5233 0.177500
5179 5297 0.430500
5191 5506 0.161000
5191 5794 0.164000
5191 5821 0.170000
5191 6091 0.167000
5192 5338 0.167000
5195 5221 0.182000
5195 5444 0.200000
5197 5583 0.177500
5197 5584 0.177500
5201 6108 0.200000
5202 5885 0.170000
5210 5323 0.161000
5210 5466 0.167000
5217 6236 0.200000
5224 5260 0.176000
5224 5388 0.167000
5224 5584 0.536000
5224 5902 0.533000
5224 5917 0.527000
5224 6045 0.521000
5224 6073 0.542000
5224 6115 0.536000
5225 5226 0.177500
5225 5227 0.177500
5226 5227 0.177500
5227 5707 0.167000
5227 5730 0.170000
5227 5741 0.200000
5233 5297 0.177500
5234 5294 0.173000
5234 5331 0.167000
5234 5339 0.167000
5234 5481 0.173000
5234 5559 0.200000
5234 5692 0.200000
5236 5477 0.170000
5237 5573 0.173000
5243 6225 0.200000
5247 5339 0.167000
5253 5806 0.500000
5258 5470 0.221000
5258 5917 0.200000
5258 6317 0.200000
5260 5273 0.200000
5260 5521 0.200000
5261 5580 0.179000
5263 5806 0.482000
5267 5806 0.467000
5268 5409 0.560000
5269 5470 0.200000
5269 5630 0.209000
5275 6072 0.200000
5277 5735 0.200000
5282 5673 0.200000
5283 5331 0.164000
5286 5806 0.443000
5297 5812 0.177500
5301 6005 0.200000
5307 5546 0.185000
5311 6179 0.560000
5311 6185 0.176000
5311 6191 0.173000
5318 5655 0.167000
5334 5806 0.560000
5334 5835 0.164000
5334 6102 0.200000
5338 5544 0.200000
5339 5498 0.167000
5339 5519 0.200000
5339 5746 0.167000
5340 6314 0.200000
5342 5390 0.560000
5344 5390 0.560000
5344 5435 0.167000
5349 5867 0.200000
5351 5659 0.170000
5351 6088 0.167000
5352 5878 0.200000
5354 6358 0.200000
5355 5688 0.200000
5355 5764 0.200000
5355 5947 0.200000
5356 5915 0.176000
5356 5930 0.200000
5356 6036 0.173000
5357 5389 0.200000
5358 5806 0.551000
5360 5782 0.500000
5361 6124 0.170000
5372 6093 0.200000
5375 6236 0.200000
5375 6338 0.200000
5383 6303 0.200000
5388 5503 0.167000
5388 5623 0.200000
5388 5815 0.200000
5389 5735 0.200000
5397 5398 0.200000
5399 5400 0.200000
5402 6145 0.176000
5409 5410 0.200000
5415 6063 0.177500
5416 6094 0.200000
5423 6265 0.200000
5423 6338 0.200000
5426 6155 0.200000
5437 5906 0.200000
5439 5719 0.200000
5441 5966 0.170000
5443 5953 0.152000
5452 5684 0.167000
5453 5806 0.200000
5455 6219 0.200000
5461 5940 0.200000
5465 5979 0.200000
5466 6096 0.170000
5466 6205 0.170000
5466 6215 0.173000
5468 5634 0.173000
5469 6170 0.200000
5470 5571 0.200000
5470 6118 0.200000
5475 5638 0.560000
5479 5629 0.177500
5479 5638 0.560000
5480 5486 0.173000
5483 5806 0.440000
5484 5666 0.200000
5484 5744 0.173000
5493 5505 0.200000
5494 5886 0.167000
5505 5995 0.200000
5506 5913 0.173000
5506 6002 0.200000
5521 6212 0.155000
5531 5821 0.176000
5537 5940 0.200000
5549 5674 0.173000
5549 5912 0.173000
5550 5808 0.200000
5561 5591 0.182000
5562 5835 0.161000
5565 6152 0.200000
5571 6185 0.176000
5575 6039 0.200000
5583 5584 0.177500
5584 5902 0.557000
5584 5917 0.536000
5584 6045 0.518000
5584 6073 0.539000
5584 6115 0.557000
5589 5707 0.173000
5589 6055 0.200000
5593 6236 0.200000
5601 5806 0.500000
5605 5806 0.461000
5609 5713 0.200000
5615 5761 0.164000
5621 6119 0.200000
5629 5638 0.177500
5634 5988 0.200000
5638 6037 0.836875
5638 6076 0.177500
5640 5919 0.177500
5652 5906 0.200000
5657 6007 0.203000
5657 6066 0.200000
5659 5742 0.200000
5659 6029 0.170000
5660 5719 0.200000
5668 5725 0.197000
5688 6109 0.200000
5690 6175 0.200000
5691 5842 0.200000
5691 6288 0.200000
5691 6346 0.200000
5700 6162 0.200000
5705 6162 0.200000
5707 6355 0.170000
5717 6111 0.173000
5717 6304 0.200000
5724 5736 0.200000
5728 6245 0.164000
5735 6265 0.200000
5742 6076 0.200000
5778 5781 0.194000
5782 6077 0.500000
5797 5961 0.167000
5800 5868 0.200000
5801 6221 0.200000
5806 5807 0.446000
5806 5879 0.572000
5806 5990 0.467000
5806 6041 0.554000
5812 5983 0.185000
5816 6184 0.200000
5821 6343 0.173000
5822 6019 0.200000
5835 6104 0.173000
5835 6168 0.164000
5843 6148 0.200000
5845 5870 0.200000
5845 5930 0.200000
5846 5882 0.200000
5855 6152 0.200000
5862 5940 0.200000
5862 6265 0.200000
5863 6210 0.200000
5867 5949 0.200000
5873 6069 0.161000
5886 6103 0.173000
5886 6104 0.176000
5902 5917 0.524000
5902 6045 0.551000
5902 6073 0.554000
5902 6115 0.536000
5904 6229 0.200000
5907 6225 0.200000
5917 6045 0.557000
5917 6073 0.554000
5917 6115 0.536000
5929 6302 0.200000
5930 6135 0.170000
5934 6187 0.200000
5940 6219 0.200000
5940 6265 0.200000
5958 5959 0.177500
5969 6023 0.200000
5970 6141 0.200000
6003 6066 0.200000
6021 6126 0.200000
6023 6259 0.200000
6045 6073 0.560000
6045 6115 0.548000
6073 6075 0.177500
6073 6077 0.177500
6073 6115 0.551000
6075 6077 0.177500
6076 6209 0.164000
6080 6092 0.200000
6081 6149 0.164000
6113 6311 0.173000
6116 6225 0.200000
6118 6142 0.170000
6120 6208 0.200000
6121 6236 0.176000
6137 6176 0.200000
6156 6239 0.200000
6156 6352 0.173000
6158 6159 0.200000
6158 6164 0.200000
6158 6280 0.200000
6158 6281 0.200000
6158 6282 0.200000
6158 6289 0.200000
6158 6349 0.200000
6159 6260 0.200000
6159 6279 0.200000
6164 6241 0.200000
6164 6290 0.200000
6176 6309 0.200000
6183 6253 0.200000
6184 6328 0.200000
6185 6325 0.170000
6190 6217 0.200000
6190 6252 0.200000
6199 6211 0.200000
6200 6323 0.200000
6206 6268 0.200000
6210 6226 0.200000
6210 6332 0.200000
6210 6336 0.200000
6210 6345 0.200000
6213 6278 0.200000
6213 6344 0.200000
6216 6256 0.200000
6216 6354 0.200000
6217 6228 0.200000
6217 6250 0.200000
6217 6295 0.200000
6219 6265 0.200000
6220 6341 0.200000
6223 6334 0.176000
6226 6342 0.200000
6231 6326 0.200000
6232 6258 0.200000
6233 6349 0.200000
6234 6281 0.200000
6236 6299 0.200000
6238 6243 0.200000
6241 6326 0.200000
6241 6366 0.200000
6249 6366 0.200000
6250 6252 0.200000
6250 6274 0.200000
6252 6295 0.200000
6253 6316 0.200000
6253 6329 0.200000
6255 6366 0.200000
6256 6328 0.200000
6258 6284 0.200000
6258 6299 0.200000
6260 6280 0.200000
6260 6281 0.200000
6260 6349 0.200000
6264 6354 0.200000
6266 6354 0.200000
6272 6298 0.200000
6272 6366 0.200000
6273 6289 0.200000
6276 6348 0.200000
6278 6328 0.200000
6278 6344 0.200000
6279 6283 0.200000
6280 6290 0.200000
6281 6290 0.200000
6282 6290 0.200000
6284 6287 0.200000
6290 6349 0.200000
6298 6329 0.200000
6298 6349 0.200000
6299 6326 0.200000
6299 6350 0.200000
6310 6326 0.200000
6310 6354 0.200000
6312 6315 0.200000
6326 6350 0.200000
6328 6354 0.200000
6343 6344 0.200000
2410 0 0.527000
2780 0 0.527000
3578 0 0.527000
2410 1 0.452000
2780 1 0.452000
3578 1 0.452000
3325 2 0.551000
894 3 0.200000
2410 3 0.515000
2780 3 0.515000
3578 3 0.515000
4427 3 0.200000
1597 4 0.200000
3217 4 0.200000
3374 4 0.611000
4282 4 0.200000
5341 4 0.200000
5951 4 0.200000
2410 5 0.455000
2780 5 0.455000
3578 5 0.455000
11 6 0.509000
56 6 0.551000
76 6 0.503000
159 6 0.503000
172 6 0.509000
173 6 0.503000
207 6 0.506000
254 6 0.506000
354 6 0.524000
383 6 0.503000
399 6 0.503000
404 6 0.509000
427 6 0.506000
441 6 0.548000
652 6 0.509000
654 6 0.524000
661 6 0.503000
669 6 0.569000
671 6 0.506000
679 6 0.530000
681 6 0.440000
692 6 0.506000
694 6 0.503000
708 6 0.506000
778 6 0.506000
847 6 0.503000
915 6 0.509000
923 6 0.515000
1027 6 0.515000
1031 6 0.503000
1047 6 0.503000
1050 6 0.587000
1052 6 0.524000
1080 6 0.506000
1095 6 0.521000
1136 6 0.506000
1150 6 0.512000
1169 6 0.572000
1181 6 0.569000
1196 6 0.506000
1206 6 0.512000
1220 6 0.506000
1237 6 0.506000
1249 6 0.509000
1250 6 0.506000
1278 6 0.566000
1314 6 0.557000
1344 6 0.515000
1442 6 0.506000
1585 6 0.506000
1603 6 0.518000
1609 6 0.512000
1693 6 0.506000
1728 6 0.506000
1881 6 0.530000
1916 6 0.506000
1931 6 0.518000
1946 6 0.473000
1984 6 0.440000
1987 6 0.578000
2011 6 0.509000
2028 6 0.506000
2058 6 0.503000
2086 6 0.503000
2093 6 0.503000
2141 6 0.521000
2212 6 0.515000
2302 6 0.521000
2329 6 0.503000
2350 6 0.503000
2351 6 0.503000
2467 6 0.524000
2522 6 0.524000
2528 6 0.524000
2532 6 0.446000
2562 6 0.506000
2583 6 0.551000
2591 6 0.512000
2601 6 0.503000
2635 6 0.512000
2661 6 0.521000
2826 6 0.506000
2849 6 0.506000
2899 6 0.554000
2933 6 0.515000
2998 6 0.509000
3028 6 0.449000
3066 6 0.548000
3135 6 0.509000
3191 6 0.506000
3417 6 0.503000
3481 6 0.440000
3483 6 0.440000
3509 6 0.512000
3585 6 0.503000
3617 6 0.506000
3683 6 0.503000
3858 6 0.554000
3859 6 0.443000
3860 6 0.440000
3872 6 0.587000
3899 6 0.509000
3905 6 0.581000
4004 6 0.443000
4022 6 0.506000
4035 6 0.503000
4159 6 0.506000
4174 6 0.440000
4175 6 0.443000
4216 6 0.521000
4229 6 0.440000
4356 6 0.503000
4434 6 0.503000
4442 6 0.509000
4493 6 0.440000
4494 6 0.443000
4649 6 0.533000
4655 6 0.509000
4658 6 0.518000
4664 6 0.503000
4735 6 0.509000
4744 6 0.440000
4756 6 0.503000
4774 6 0.512000
4779 6 0.506000
4830 6 0.506000
4852 6 0.503000
4870 6 0.515000
4875 6 0.506000
4955 6 0.506000
5033 6 0.530000
5058 6 0.506000
5118 6 0.587000
5124 6 0.503000
5138 6 0.503000
5146 6 0.503000
5147 6 0.515000
5189 6 0.506000
5203 6 0.506000
5218 6 0.446000
5312 6 0.506000
5328 6 0.503000
5368 6 0.506000
5383 6 0.512000
5432 6 0.530000
5448 6 0.506000
5480 6 0.527000
5487 6 0.509000
5511 6 0.509000
5594 6 0.506000
5651 6 0.512000
5689 6 0.509000
5708 6 0.509000
5726 6 0.527000
5817 6 0.515000
5857 6 0.509000
5880 6 0.506000
5889 6 0.557000
5946 6 0.539000
6042 6 0.443000
6193 6 0.506000
6261 6 0.515000
6362 6 0.521000
9 7 0.200000
11 7 0.509000
56 7 0.551000
73 7 0.500000
76 7 0.503000
148 7 0.491000
159 7 0.503000
172 7 0.509000
173 7 0.503000
187 7 0.500000
195 7 0.500000
207 7 0.506000
254 7 0.506000
347 7 0.500000
354 7 0.524000
383 7 0.503000
399 7 0.503000
404 7 0.509000
408 7 0.620000
418 7 0.605000
419 7 0.482000
427 7 0.506000
441 7 0.548000
465 7 0.500000
499 7 0.500000
564 7 0.500000
619 7 0.500000
652 7 0.509000
654 7 0.524000
661 7 0.503000
669 7 0.569000
671 7 0.575000
677 7 0.602000
678 7 0.491000
679 7 0.530000
681 7 0.440000
692 7 0.506000
694 7 0.503000
708 7 0.614000
738 7 0.500000
778 7 0.506000
830 7 0.500000
846 7 0.500000
847 7 0.503000
862 7 0.479000
902 7 0.473000
905 7 0.440000
915 7 0.509000
923 7 0.515000
963 7 0.500000
984 7 0.647000
1016 7 0.452000
1027 7 0.515000
1031 7 0.503000
1047 7 0.503000
1050 7 0.587000
1052 7 0.524000
1062 7 0.500000
1080 7 0.506000
1095 7 0.521000
1136 7 0.506000
1150 7 0.512000
1169 7 0.572000
1175 7 0.500000
1181 7 0.569000
1182 7 0.473000
1185 7 0.584000
1186 7 0.482000
1196 7 0.506000
1206 7 0.512000
1220 7 0.506000
1237 7 0.506000
1249 7 0.509000
1250 7 0.506000
1278 7 0.566000
1302 7 0.488000
1314 7 0.557000
1344 7 0.515000
1405 7 0.560000
1442 7 0.506000
1450 7 0.500000
1552 7 0.500000
1585 7 0.506000
1591 7 0.500000
1603 7 0.518000
1609 7 0.512000
1693 7 0.506000
1696 7 0.500000
1698 7 0.551000
1728 7 0.506000
1825 7 0.500000
1847 7 0.500000
1881 7 0.530000
1890 7 0.473000
1916 7 0.506000
1929 7 0.482000
1931 7 0.518000
1946 7 0.473000
1975 7 0.500000
1984 7 0.440000
1987 7 0.578000
2011 7 0.509000
2028 7 0.506000
2058 7 0.503000
2086 7 0.503000
2093 7 0.503000
2141 7 0.521000
2188 7 0.488000
2212 7 0.515000
2223 7 0.500000
2242 7 0.500000
2261 7 0.500000
2264 7 0.554000
2286 7 0.500000
2291 7 0.500000
2302 7 0.521000
2308 7 0.485000
2329 7 0.503000
2350 7 0.503000
2351 7 0.503000
2408 7 0.500000
2467 7 0.524000
2522 7 0.524000
2528 7 0.524000
2532 7 0.446000
2536 7 0.500000
2562 7 0.506000
2583 7 0.551000
2591 7 0.512000
2601 7 0.503000
2611 7 0.467000
2635 7 0.512000
2652 7 0.500000
2661 7 0.521000
2667 7 0.500000
2692 7 0.473000
2698 7 0.464000
2724 7 0.500000
2826 7 0.506000
2849 7 0.506000
2899 7 0.554000
2914 7 0.467000
2920 7 0.500000
2933 7 0.515000
2994 7 0.563000
2998 7 0.509000
3011 7 0.467000
3012 7 0.500000
3019 7 0.479000
3024 7 0.449000
3027 7 0.500000
3028 7 0.449000
3038 7 0.455000
3039 7 0.455000
3040 7 0.473000
3049 7 0.569000
3066 7 0.548000
3135 7 0.509000
3188 7 0.500000
3191 7 0.506000
3417 7 0.503000
3468 7 0.464000
3481 7 0.440000
3483 7 0.440000
3509 7 0.512000
3585 7 0.503000
3617 7 0.506000
3683 7 0.503000
3751 7 0.464000
3764 7 0.566000
3856 7 0.500000
3858 7 0.554000
3859 7 0.443000
3860 7 0.440000
3872 7 0.587000
3874 7 0.470000
3889 7 0.500000
3899 7 0.509000
3905 7 0.581000
3939 7 0.485000
3987 7 0.575000
3989 7 0.551000
3990 7 0.500000
4004 7 0.443000
4022 7 0.506000
4031 7 0.488000
4035 7 0.503000
4159 7 0.506000
4174 7 0.545000
4175 7 0.443000
4209 7 0.485000
4216 7 0.521000
4220 7 0.467000
4221 7 0.551000
4229 7 0.440000
4281 7 0.500000
4283 7 0.500000
4336 7 0.500000
4337 7 0.500000
4356 7 0.503000
4416 7 0.500000
4434 7 0.503000
4442 7 0.509000
4464 7 0.500000
4493 7 0.440000
4494 7 0.443000
4528 7 0.500000
4571 7 0.476000
4572 7 0.446000
4573 7 0.440000
4588 7 0.500000
4607 7 0.500000
4649 7 0.533000
4655 7 0.509000
4658 7 0.518000
4664 7 0.503000
4697 7 0.557000
4707 7 0.500000
4735 7 0.509000
4744 7 0.440000
4756 7 0.503000
4774 7 0.512000
4779 7 0.506000
4830 7 0.506000
4845 7 0.500000
4852 7 0.503000
4870 7 0.515000
4875 7 0.506000
4955 7 0.506000
5006 7 0.500000
5033 7 0.530000
5055 7 0.500000
5058 7 0.506000
5082 7 0.500000
5104 7 0.479000
5118 7 0.587000
5124 7 0.503000
5137 7 0.500000
5138 7 0.503000
5146 7 0.503000
5147 7 0.515000
5170 7 0.473000
5189 7 0.506000
5203 7 0.506000
5218 7 0.446000
5253 7 0.500000
5263 7 0.482000
5267 7 0.467000
5286 7 0.443000
5312 7 0.506000
5328 7 0.503000
5334 7 0.560000
5358 7 0.551000
5360 7 0.500000
5368 7 0.506000
5383 7 0.512000
5432 7 0.530000
5448 7 0.506000
5480 7 0.527000
5483 7 0.440000
5487 7 0.509000
5511 7 0.509000
5594 7 0.506000
5601 7 0.500000
5605 7 0.461000
5651 7 0.512000
5689 7 0.509000
5708 7 0.509000
5726 7 0.527000
5807 7 0.446000
5817 7 0.515000
5857 7 0.509000
5879 7 0.572000
5880 7 0.506000
5889 7 0.557000
5946 7 0.539000
5990 7 0.467000
6041 7 0.554000
6042 7 0.443000
6077 7 0.500000
6193 7 0.506000
6261 7 0.515000
6362 7 0.521000
73 8 0.500000
187 8 0.500000
195 8 0.500000
418 8 0.500000
465 8 0.500000
499 8 0.500000
564 8 0.500000
619 8 0.500000
708 8 0.500000
738 8 0.500000
846 8 0.500000
1062 8 0.500000
1591 8 0.500000
1825 8 0.500000
1847 8 0.500000
2223 8 0.500000
2242 8 0.500000
2261 8 0.500000
2286 8 0.500000
2291 8 0.500000
2408 8 0.500000
2536 8 0.500000
2667 8 0.500000
2724 8 0.500000
2920 8 0.500000
3188 8 0.500000
3856 8 0.500000
3889 8 0.500000
4174 8 0.500000
4336 8 0.500000
4337 8 0.500000
4416 8 0.500000
4528 8 0.500000
4607 8 0.500000
4845 8 0.500000
5082 8 0.500000
5137 8 0.500000
5360 8 0.500000
6077 8 0.500000
2410 10 0.455000
2780 10 0.455000
3374 10 0.500000
3578 10 0.455000
24 11 0.509000
32 11 0.509000
166 11 0.509000
480 11 0.509000
1176 11 0.509000
1273 11 0.509000
1279 11 0.509000
1281 11 0.509000
1282 11 0.509000
1286 11 0.509000
1287 11 0.509000
1288 11 0.509000
1350 11 0.509000
2732 11 0.509000
3606 11 0.509000
3714 11 0.509000
3865 11 0.509000
3866 11 0.509000
4319 11 0.509000
4518 11 0.509000
4974 11 0.509000
4977 11 0.509000
1837 12 0.200000
5982 13 0.200000
73 14 0.500000
187 14 0.500000
195 14 0.500000
418 14 0.500000
465 14 0.500000
499 14 0.500000
564 14 0.500000
619 14 0.500000
708 14 0.500000
738 14 0.500000
846 14 0.500000
1062 14 0.500000
1591 14 0.500000
1825 14 0.500000
1847 14 0.500000
2223 14 0.500000
2242 14 0.500000
2261 14 0.500000
2286 14 0.500000
2291 14 0.500000
2408 14 0.500000
2536 14 0.500000
2667 14 0.500000
2724 14 0.500000
2920 14 0.500000
3188 14 0.500000
3856 14 0.500000
3889 14 0.500000
4174 14 0.500000
4336 14 0.500000
4337 14 0.500000
4416 14 0.500000
4528 14 0.500000
4607 14 0.500000
4845 14 0.500000
5082 14 0.500000
5137 14 0.500000
5360 14 0.500000
6077 14 0.500000
73 15 0.500000
148 15 0.491000
187 15 0.500000
195 15 0.500000
347 15 0.500000
408 15 0.620000
418 15 0.605000
419 15 0.482000
465 15 0.500000
499 15 0.500000
564 15 0.500000
619 15 0.500000
671 15 0.491000
677 15 0.602000
678 15 0.491000
708 15 0.575000
738 15 0.500000
830 15 0.500000
846 15 0.500000
862 15 0.479000
902 15 0.473000
905 15 0.440000
963 15 0.500000
984 15 0.647000
1016 15 0.452000
1062 15 0.500000
1175 15 0.500000
1182 15 0.473000
1185 15 0.584000
1186 15 0.482000
1302 15 0.488000
1405 15 0.560000
1450 15 0.500000
1552 15 0.500000
1591 15 0.500000
1696 15 0.500000
1698 15 0.551000
1825 15 0.500000
1847 15 0.500000
1890 15 0.473000
1929 15 0.482000
1975 15 0.500000
2188 15 0.488000
2223 15 0.500000
2242 15 0.500000
2261 15 0.500000
2264 15 0.554000
2286 15 0.500000
2291 15 0.500000
2308 15 0.485000
2408 15 0.500000
2536 15 0.500000
2611 15 0.467000
2652 15 0.500000
2667 15 0.500000
2692 15 0.473000
2698 15 0.464000
2724 15 0.500000
2914 15 0.467000
2920 15 0.500000
2994 15 0.563000
3011 15 0.467000
3012 15 0.500000
3019 15 0.479000
3024 15 0.449000
3027 15 0.500000
3038 15 0.455000
3039 15 0.455000
3040 15 0.473000
3049 15 0.569000
3188 15 0.500000
3468 15 0.464000
3751 15 0.464000
3764 15 0.566000
3856 15 0.500000
3874 15 0.470000
3889 15 0.500000
3939 15 0.485000
3987 15 0.575000
3989 15 0.551000
3990 15 0.500000
4031 15 0.488000
4174 15 0.500000
4209 15 0.485000
4220 15 0.467000
4221 15 0.551000
4281 15 0.500000
4283 15 0.500000
4336 15 0.500000
4337 15 0.500000
4416 15 0.500000
4464 15 0.500000
4528 15 0.500000
4571 15 0.476000
4572 15 0.446000
4573 15 0.440000
4588 15 0.500000
4607 15 0.500000
4697 15 0.557000
4707 15 0.500000
4845 15 0.500000
5006 15 0.500000
5055 15 0.500000
5082 15 0.500000
5104 15 0.479000
5137 15 0.500000
5170 15 0.473000
5253 15 0.500000
5263 15 0.482000
5267 15 0.467000
5286 15 0.443000
5334 15 0.560000
5358 15 0.551000
5360 15 0.500000
5483 15 0.440000
5601 15 0.500000
5605 15 0.461000
5807 15 0.446000
5879 15 0.572000
5990 15 0.467000
6041 15 0.554000
6077 15 0.500000
3374 16 0.575000
73 17 0.500000
187 17 0.500000
195 17 0.500000
418 17 0.500000
465 17 0.500000
499 17 0.500000
564 17 0.500000
619 17 0.500000
708 17 0.500000
738 17 0.500000
846 17 0.500000
1062 17 0.500000
1591 17 0.500000
1825 17 0.500000
1847 17 0.500000
2223 17 0.500000
2242 17 0.500000
2261 17 0.500000
2286 17 0.500000
2291 17 0.500000
2408 17 0.500000
2536 17 0.500000
2667 17 0.500000
2724 17 0.500000
2920 17 0.500000
3188 17 0.500000
3856 17 0.500000
3889 17 0.500000
4174 17 0.500000
4336 17 0.500000
4337 17 0.500000
4416 17 0.500000
4528 17 0.500000
4607 17 0.500000
4845 17 0.500000
5082 17 0.500000
5137 17 0.500000
5360 17 0.500000
6077 17 0.500000
1024 18 0.200000
1697 18 0.173000
2166 18 0.200000
2604 18 0.200000
2833 18 0.200000
2865 18 0.200000
4746 18 0.200000
4753 18 0.200000
5004 18 0.173000
5144 18 0.200000
3325 19 0.539000
3374 20 0.500000
3325 21 0.449000
3089 22 0.200000
3580 23 0.200000
56 24 0.551000
73 24 0.500000
76 24 0.503000
159 24 0.503000
172 24 0.509000
173 24 0.503000
187 24 0.500000
195 24 0.500000
207 24 0.506000
254 24 0.506000
354 24 0.524000
383 24 0.503000
399 24 0.503000
404 24 0.509000
418 24 0.500000
427 24 0.506000
441 24 0.548000
465 24 0.500000
499 24 0.500000
529 24 0.177500
564 24 0.500000
619 24 0.500000
652 24 0.509000
654 24 0.524000
661 24 0.503000
669 24 0.569000
671 24 0.506000
679 24 0.530000
681 24 0.440000
692 24 0.506000
694 24 0.503000
708 24 0.578000
738 24 0.500000
778 24 0.506000
846 24 0.500000
847 24 0.503000
915 24 0.509000
923 24 0.515000
1027 24 0.515000
1031 24 0.503000
1047 24 0.503000
1050 24 0.587000
1052 24 0.524000
1062 24 0.500000
1080 24 0.506000
1095 24 0.521000
1136 24 0.506000
1150 24 0.512000
1169 24 0.572000
1181 24 0.569000
1196 24 0.506000
1206 24 0.512000
1220 24 0.506000
1237 24 0.506000
1249 24 0.509000
1250 24 0.506000
1278 24 0.566000
1314 24 0.557000
1344 24 0.515000
1442 24 0.506000
1585 24 0.506000
1591 24 0.500000
1603 24 0.518000
1609 24 0.512000
1693 24 0.506000
1728 24 0.506000
1825 24 0.500000
1847 24 0.500000
1881 24 0.530000
1916 24 0.506000
1931 24 0.518000
1946 24 0.473000
1984 24 0.440000
1987 24 0.578000
2011 24 0.509000
2028 24 0.506000
2058 24 0.503000
2086 24 0.503000
2093 24 0.503000
2141 24 0.521000
2212 24 0.515000
2223 24 0.500000
2242 24 0.500000
2261 24 0.500000
2286 24 0.500000
2291 24 0.500000
2302 24 0.521000
2329 24 0.503000
2350 24 0.503000
2351 24 0.503000
2408 24 0.500000
2467 24 0.524000
2522 24 0.524000
2528 24 0.524000
2532 24 0.446000
2536 24 0.500000
2562 24 0.506000
2583 24 0.551000
2591 24 0.512000
2601 24 0.503000
2635 24 0.512000
2661 24 0.521000
2667 24 0.500000
2724 24 0.500000
2826 24 0.506000
2849 24 0.506000
2899 24 0.554000
2920 24 0.500000
2933 24 0.515000
2998 24 0.509000
3028 24 0.449000
3066 24 0.548000
3135 24 0.509000
3188 24 0.500000
3191 24 0.506000
3417 24 0.503000
3481 24 0.440000
3483 24 0.440000
3509 24 0.512000
3585 24 0.503000
3617 24 0.506000
3683 24 0.503000
3856 24 0.500000
3858 24 0.554000
3859 24 0.443000
3860 24 0.440000
3872 24 0.587000
3889 24 0.500000
3899 24 0.509000
3905 24 0.581000
4004 24 0.443000
4022 24 0.506000
4035 24 0.503000
4159 24 0.506000
4174 24 0.545000
4175 24 0.443000
4216 24 0.521000
4229 24 0.440000
4336 24 0.500000
4337 24 0.500000
4356 24 0.503000
4416 24 0.500000
4434 24 0.503000
4442 24 0.509000
4493 24 0.440000
4494 24 0.443000
4528 24 0.500000
4607 24 0.500000
